date,home_team,away_team,tournament,city,country,neutral,home_elo,away_elo,elo_difference,home_rest_days,away_rest_days,rest_days_difference,home_score,away_score,target,result,home_matches_5,home_win_rate_5,home_draw_rate_5,home_loss_rate_5,home_avg_goals_for_5,home_avg_goals_against_5,home_avg_goal_difference_5,home_avg_points_5,home_clean_sheet_rate_5,home_scoring_rate_5,home_matches_10,home_win_rate_10,home_draw_rate_10,home_loss_rate_10,home_avg_goals_for_10,home_avg_goals_against_10,home_avg_goal_difference_10,home_avg_points_10,home_clean_sheet_rate_10,home_scoring_rate_10,away_matches_5,away_win_rate_5,away_draw_rate_5,away_loss_rate_5,away_avg_goals_for_5,away_avg_goals_against_5,away_avg_goal_difference_5,away_avg_points_5,away_clean_sheet_rate_5,away_scoring_rate_5,away_matches_10,away_win_rate_10,away_draw_rate_10,away_loss_rate_10,away_avg_goals_for_10,away_avg_goals_against_10,away_avg_goal_difference_10,away_avg_points_10,away_clean_sheet_rate_10,away_scoring_rate_10,h2h_matches,h2h_home_win_rate,h2h_draw_rate,h2h_away_win_rate,h2h_home_avg_goals,h2h_away_avg_goals,is_world_cup,is_world_cup_qualifier,is_friendly,is_nations_league,is_confederation_tournament
1965-07-20,Algeria,DR Congo,All-African Games,Brazzaville,Congo,1,1503.190409,1492.962981,10.227428,1,1,0,4,1,2,HOME_WIN,5.0,0.2,0.2,0.6,0.8,1.4,-0.6,0.8,0.2,0.4,8.0,0.25,0.375,0.375,1.0,1.25,-0.25,1.125,0.25,0.5,5.0,0.6,0.0,0.4,2.8,1.2,1.6,1.8,0.6,0.8,10.0,0.4,0.3,0.3,1.9,1.1,0.8,1.5,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1965-07-20,Colombia,Ecuador,FIFA World Cup qualification,Barranquilla,Colombia,0,1406.812079,1323.841391,82.970688,60,60,0,0,1,0,AWAY_WIN,5.0,0.2,0.2,0.6,2.2,2.6,-0.4,0.8,0.2,1.0,10.0,0.1,0.2,0.7,1.9,3.3,-1.4,0.5,0.1,0.9,5.0,0.2,0.2,0.6,2.0,2.8,-0.8,0.8,0.0,1.0,10.0,0.2,0.2,0.6,2.1,3.2,-1.1,0.8,0.0,0.9,5.0,0.4,0.2,0.4,2.2,2.0,0,1,0,0,0
1965-07-21,Ivory Coast,DR Congo,All-African Games,Brazzaville,Congo,1,1566.629934,1483.257265,83.372669,1,1,0,1,1,1,DRAW,5.0,0.8,0.2,0.0,2.0,0.2,1.8,2.6,0.8,1.0,10.0,0.7,0.1,0.2,1.9,0.7,1.2,2.2,0.7,1.0,5.0,0.4,0.0,0.6,2.4,2.0,0.4,1.2,0.4,0.8,10.0,0.3,0.3,0.4,1.9,1.5,0.4,1.2,0.4,0.8,2.0,1.0,0.0,0.0,1.5,0.0,0,0,0,0,0
1965-07-25,Ivory Coast,Algeria,All-African Games,Brazzaville,Congo,1,1554.725181,1511.110221,43.61496,2,2,0,2,0,2,HOME_WIN,5.0,0.6,0.2,0.2,1.6,0.4,1.2,2.0,0.6,0.8,10.0,0.6,0.2,0.2,1.5,0.6,0.9,2.0,0.6,0.9,5.0,0.4,0.0,0.6,1.2,1.4,-0.2,1.2,0.2,0.6,10.0,0.3,0.3,0.4,1.2,1.2,0.0,1.2,0.3,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0
1965-07-25,Ecuador,Colombia,FIFA World Cup qualification,Guayaquil,Ecuador,0,1352.5903,1378.06317,-25.47287,5,5,0,2,0,2,HOME_WIN,5.0,0.4,0.2,0.4,2.0,2.2,-0.2,1.4,0.2,1.0,10.0,0.2,0.2,0.6,1.9,3.1,-1.2,0.8,0.1,0.9,5.0,0.2,0.2,0.6,1.8,2.2,-0.4,0.8,0.2,0.8,10.0,0.1,0.1,0.8,1.5,3.0,-1.5,0.4,0.1,0.8,5.0,0.6,0.2,0.2,2.0,1.6,0,1,0,0,0
1965-08-01,Argentina,Paraguay,FIFA World Cup qualification,Buenos Aires,Argentina,0,1734.14945,1603.063686,131.085764,11,7,4,3,0,2,HOME_WIN,5.0,0.4,0.6,0.0,2.0,0.4,1.6,1.8,0.6,0.6,10.0,0.5,0.4,0.1,2.0,0.6,1.4,1.9,0.6,0.7,5.0,0.6,0.2,0.2,1.0,1.0,0.0,2.0,0.6,0.6,10.0,0.6,0.1,0.3,1.6,1.5,0.1,1.9,0.5,0.7,5.0,0.4,0.2,0.4,3.0,1.6,0,1,0,0,0
1965-08-08,Paraguay,Argentina,FIFA World Cup qualification,Asunción,Paraguay,0,1593.911741,1743.301395,-149.389654,7,7,0,0,0,1,DRAW,5.0,0.6,0.0,0.4,1.0,1.6,-0.6,1.8,0.4,0.6,10.0,0.5,0.1,0.4,1.3,1.8,-0.5,1.6,0.4,0.6,5.0,0.4,0.6,0.0,1.0,0.2,0.8,1.8,0.8,0.6,10.0,0.5,0.4,0.1,2.0,0.6,1.4,1.9,0.6,0.7,5.0,0.4,0.0,0.6,1.4,3.4,0,1,0,0,0
1965-09-05,DR Congo,Ivory Coast,African Cup of Nations qualification,Brazzaville,Congo,1,1491.899241,1563.476394,-71.577153,22,42,-20,4,2,2,HOME_WIN,5.0,0.4,0.2,0.4,2.8,2.0,0.8,1.4,0.0,1.0,10.0,0.5,0.1,0.4,2.8,1.6,1.2,1.6,0.3,0.9,5.0,0.6,0.2,0.2,1.8,0.4,1.4,2.0,0.6,0.8,10.0,0.7,0.2,0.1,1.6,0.3,1.3,2.3,0.7,0.9,3.0,0.0,0.333333,0.666667,0.333333,1.333333,0,0,0,0,1
1965-09-15,Norway,France,FIFA World Cup qualification,Oslo,Norway,0,1451.686775,1555.825291,-104.138516,38,60,-22,0,1,0,AWAY_WIN,5.0,0.6,0.0,0.4,2.8,1.4,1.4,1.8,0.4,0.6,10.0,0.6,0.1,0.3,2.2,1.2,1.0,1.9,0.4,0.7,5.0,0.2,0.2,0.6,0.4,1.2,-0.8,0.8,0.4,0.4,10.0,0.2,0.2,0.6,0.9,1.5,-0.6,0.8,0.3,0.7,3.0,0.666667,0.0,0.333333,3.0,0.333333,0,1,0,0,0
1965-09-26,Sweden,Germany,FIFA World Cup qualification,Solna,Sweden,0,1617.853207,1660.302583,-42.449376,35,60,-25,1,2,0,AWAY_WIN,5.0,0.0,0.4,0.6,1.4,2.0,-0.6,0.4,0.0,1.0,10.0,0.1,0.5,0.4,1.5,1.6,-0.1,0.8,0.1,0.9,5.0,0.4,0.2,0.4,1.4,0.8,0.6,1.4,0.4,0.6,10.0,0.3,0.3,0.4,1.7,1.4,0.3,1.2,0.2,0.7,5.0,0.4,0.4,0.2,1.6,1.2,0,1,0,0,0
1965-10-17,Netherlands,Switzerland,FIFA World Cup qualification,Amsterdam,Netherlands,0,1497.701978,1482.121277,15.580701,60,60,0,0,0,1,DRAW,5.0,0.4,0.4,0.2,1.0,0.6,0.4,1.6,0.6,0.8,10.0,0.3,0.4,0.3,0.8,0.6,0.2,1.3,0.5,0.6,5.0,0.6,0.2,0.2,1.0,0.4,0.6,2.0,0.6,0.6,10.0,0.3,0.1,0.6,1.0,1.4,-0.4,1.0,0.3,0.6,5.0,0.6,0.2,0.2,2.0,1.4,0,1,0,0,0
1965-10-31,Sweden,Norway,Nordic Championship,Solna,Sweden,0,1595.699997,1432.413706,163.286291,35,35,0,0,0,1,DRAW,5.0,0.0,0.4,0.6,1.4,2.0,-0.6,0.4,0.0,1.0,10.0,0.1,0.5,0.4,1.6,1.7,-0.1,0.8,0.1,1.0,5.0,0.4,0.2,0.4,1.8,1.8,0.0,1.4,0.2,0.6,10.0,0.4,0.2,0.4,1.9,1.3,0.6,1.4,0.3,0.6,5.0,0.2,0.6,0.2,1.0,0.8,0,0,0,0,0
1965-11-12,DR Congo,Ghana,African Cup of Nations,Sousse,Tunisia,1,1523.088723,1628.213529,-105.124806,52,5,47,2,5,0,AWAY_WIN,5.0,0.8,0.0,0.2,3.8,1.8,2.0,2.4,0.0,1.0,10.0,0.6,0.1,0.3,3.2,1.8,1.4,1.9,0.2,1.0,5.0,0.8,0.0,0.2,3.0,0.6,2.4,2.4,0.6,1.0,10.0,0.8,0.1,0.1,2.8,0.5,2.3,2.5,0.6,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0,0,0,0,1
1965-11-14,Tunisia,Senegal,African Cup of Nations,Tunis,Tunisia,0,1547.913898,1536.439476,11.474422,2,60,-58,0,0,1,DRAW,5.0,0.6,0.2,0.2,1.8,1.2,0.6,2.0,0.6,0.8,10.0,0.4,0.3,0.3,1.8,1.6,0.2,1.5,0.4,0.8,5.0,0.6,0.2,0.2,1.8,1.0,0.8,2.0,0.4,1.0,10.0,0.6,0.2,0.2,2.1,1.0,1.1,2.0,0.3,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1
1965-11-14,Switzerland,Netherlands,FIFA World Cup qualification,Bern,Switzerland,0,1487.488619,1492.334636,-4.846017,28,28,0,2,1,2,HOME_WIN,5.0,0.4,0.4,0.2,0.6,0.2,0.4,1.6,0.8,0.4,10.0,0.3,0.2,0.5,0.8,1.1,-0.3,1.1,0.4,0.5,5.0,0.2,0.6,0.2,0.6,0.6,0.0,1.2,0.6,0.6,10.0,0.3,0.4,0.3,0.8,0.6,0.2,1.3,0.5,0.6,5.0,0.2,0.4,0.4,1.0,1.4,0,1,0,0,0
1965-11-14,DR Congo,Ivory Coast,African Cup of Nations,Sfax,Tunisia,1,1516.025383,1553.560041,-37.534658,2,54,-52,0,3,0,AWAY_WIN,5.0,0.6,0.0,0.4,3.2,2.6,0.6,1.8,0.0,1.0,10.0,0.5,0.1,0.4,3.1,2.3,0.8,1.6,0.1,1.0,5.0,0.4,0.2,0.4,1.8,1.2,0.6,1.4,0.4,0.8,10.0,0.6,0.2,0.2,1.9,0.7,1.2,2.0,0.6,0.9,4.0,0.25,0.25,0.5,1.25,1.5,0,0,0,0,1
1965-11-19,Ghana,Ivory Coast,African Cup of Nations,Bizerte,Tunisia,1,1635.276869,1562.48389,72.792979,7,5,2,4,1,2,HOME_WIN,5.0,0.8,0.0,0.2,3.0,1.0,2.0,2.4,0.4,1.0,10.0,0.9,0.0,0.1,3.2,0.6,2.6,2.7,0.6,1.0,5.0,0.6,0.0,0.4,2.2,1.0,1.2,1.8,0.6,0.8,10.0,0.7,0.1,0.2,2.1,0.6,1.5,2.2,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
1965-11-21,Tunisia,Ghana,African Cup of Nations,Tunis,Tunisia,0,1545.340247,1643.211846,-97.871599,7,2,5,2,3,0,AWAY_WIN,5.0,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.8,0.6,10.0,0.3,0.4,0.3,1.4,1.5,-0.1,1.3,0.5,0.7,5.0,1.0,0.0,0.0,3.6,0.8,2.8,3.0,0.4,1.0,10.0,0.9,0.0,0.1,3.4,0.7,2.7,2.7,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1
1965-11-21,Ivory Coast,Senegal,African Cup of Nations,Tunis,Tunisia,1,1554.548913,1549.217446,5.331467,2,2,0,1,0,2,HOME_WIN,5.0,0.6,0.0,0.4,2.4,1.6,0.8,1.8,0.6,1.0,10.0,0.6,0.1,0.3,2.0,1.0,1.0,1.9,0.6,0.9,5.0,0.6,0.2,0.2,2.2,1.0,1.2,2.0,0.4,0.8,10.0,0.5,0.3,0.2,1.8,0.9,0.9,1.8,0.4,0.9,2.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1
1966-04-02,Scotland,England,British Home Championship,Glasgow,Scotland,0,1606.654322,1697.500519,-90.846197,60,38,22,3,4,0,AWAY_WIN,5.0,0.4,0.0,0.6,1.6,1.8,-0.2,1.2,0.2,0.8,10.0,0.4,0.3,0.3,1.6,1.5,0.1,1.5,0.2,0.8,5.0,0.6,0.2,0.2,1.6,1.0,0.6,2.0,0.4,1.0,10.0,0.6,0.3,0.1,1.3,0.7,0.6,2.1,0.5,0.9,5.0,0.6,0.2,0.2,2.0,2.4,0,0,0,0,0
1966-04-02,Iraq,Jordan,Arab Cup,Baghdad,Iraq,0,1518.867707,1440.4328,78.434907,1,60,-59,2,1,2,HOME_WIN,5.0,0.4,0.2,0.4,1.2,0.8,0.4,1.4,0.4,0.6,10.0,0.5,0.2,0.3,1.3,0.9,0.4,1.7,0.4,0.8,5.0,0.0,0.4,0.6,0.4,2.4,-2.0,0.4,0.4,0.2,9.0,0.0,0.222222,0.777778,0.333333,2.888889,-2.555556,0.222222,0.222222,0.222222,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0
1966-05-15,Paraguay,Uruguay,Copa Artigas,Asunción,Paraguay,0,1572.762152,1650.013446,-77.251294,21,60,-39,2,2,1,DRAW,5.0,0.2,0.2,0.6,0.6,2.4,-1.8,0.8,0.4,0.4,10.0,0.3,0.2,0.5,0.6,1.8,-1.2,1.1,0.4,0.4,5.0,0.6,0.0,0.4,1.4,1.6,-0.2,1.8,0.2,0.8,10.0,0.5,0.2,0.3,1.8,1.1,0.7,1.7,0.4,0.8,5.0,0.4,0.2,0.4,1.4,1.8,0,0,0,0,0
1966-05-18,Uruguay,Paraguay,Copa Artigas,Montevideo,Uruguay,0,1650.092558,1572.68304,77.409518,3,3,0,3,1,2,HOME_WIN,5.0,0.4,0.2,0.4,1.2,1.8,-0.6,1.4,0.2,0.8,10.0,0.5,0.3,0.2,1.9,1.1,0.8,1.8,0.4,0.8,5.0,0.0,0.4,0.6,0.6,2.8,-2.2,0.4,0.2,0.4,10.0,0.3,0.3,0.4,0.8,1.9,-1.1,1.2,0.4,0.5,5.0,0.4,0.4,0.2,2.0,1.2,0,0,0,0,0
1966-07-11,England,Uruguay,FIFA World Cup,London,England,0,1726.026979,1646.512184,79.514795,6,15,-9,0,0,1,DRAW,5.0,1.0,0.0,0.0,2.8,0.2,2.6,3.0,0.8,1.0,10.0,0.9,0.1,0.0,2.4,0.6,1.8,2.8,0.6,1.0,5.0,0.4,0.2,0.4,1.2,1.4,-0.2,1.4,0.0,0.6,10.0,0.4,0.2,0.4,1.2,1.6,-0.4,1.4,0.1,0.7,3.0,0.333333,0.0,0.666667,1.666667,2.333333,1,0,0,0,0
1966-07-12,Germany,Switzerland,FIFA World Cup,Sheffield,England,1,1713.874202,1507.27515,206.599052,19,23,-4,5,0,2,HOME_WIN,5.0,1.0,0.0,0.0,2.6,0.4,2.2,3.0,0.8,1.0,10.0,0.8,0.0,0.2,2.5,0.7,1.8,2.4,0.5,0.8,5.0,0.2,0.6,0.2,1.2,1.4,-0.2,1.2,0.2,0.8,10.0,0.4,0.4,0.2,1.1,0.9,0.2,1.6,0.4,0.7,5.0,0.8,0.0,0.2,2.6,1.0,1,0,0,0,0
1966-07-13,France,Mexico,FIFA World Cup,London,England,1,1593.202809,1706.355681,-113.152872,38,14,24,1,1,1,DRAW,5.0,0.4,0.4,0.2,1.6,1.4,0.2,1.6,0.4,0.6,10.0,0.3,0.3,0.4,1.0,1.3,-0.3,1.2,0.4,0.5,5.0,0.4,0.2,0.4,0.8,2.0,-1.2,1.4,0.4,0.8,10.0,0.6,0.2,0.2,2.3,1.2,1.1,2.0,0.6,0.8,2.0,1.0,0.0,0.0,3.5,1.5,1,0,0,0,0
1966-07-13,Argentina,Spain,FIFA World Cup,Birmingham,England,1,1741.545578,1655.367719,86.177859,21,20,1,2,1,2,HOME_WIN,5.0,0.4,0.4,0.2,1.6,1.4,0.2,1.6,0.0,0.8,10.0,0.4,0.5,0.1,1.3,0.8,0.5,1.7,0.4,0.7,5.0,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.4,0.6,10.0,0.5,0.2,0.3,1.3,0.9,0.4,1.7,0.3,0.7,4.0,0.75,0.0,0.25,1.0,0.5,1,0,0,0,0
1966-07-15,France,Uruguay,FIFA World Cup,London,England,1,1599.495486,1655.099526,-55.60404,2,4,-2,1,2,0,AWAY_WIN,5.0,0.2,0.6,0.2,1.6,1.6,0.0,1.2,0.2,0.6,10.0,0.3,0.4,0.3,1.1,1.1,0.0,1.3,0.4,0.6,5.0,0.2,0.4,0.4,0.6,1.2,-0.6,1.0,0.2,0.4,10.0,0.3,0.3,0.4,1.1,1.6,-0.5,1.2,0.1,0.6,1.0,0.0,0.0,1.0,1.0,5.0,1,0,0,0,0
1966-07-15,Spain,Switzerland,FIFA World Cup,Sheffield,England,1,1640.229223,1497.939639,142.289584,2,3,-1,2,1,2,HOME_WIN,5.0,0.4,0.2,0.4,1.4,1.2,0.2,1.4,0.2,0.8,10.0,0.4,0.2,0.4,1.2,1.1,0.1,1.4,0.2,0.7,5.0,0.2,0.4,0.4,1.2,2.4,-1.2,1.0,0.0,0.8,10.0,0.3,0.4,0.3,0.9,1.3,-0.4,1.3,0.4,0.6,5.0,0.6,0.4,0.0,3.6,1.8,1,0,0,0,0
1966-07-16,England,Mexico,FIFA World Cup,London,England,0,1717.439637,1700.063004,17.376633,5,3,2,2,0,2,HOME_WIN,5.0,0.8,0.2,0.0,2.4,0.2,2.2,2.6,0.8,0.8,10.0,0.8,0.2,0.0,2.2,0.5,1.7,2.6,0.7,0.9,5.0,0.2,0.4,0.4,0.8,2.2,-1.4,1.0,0.2,0.8,10.0,0.6,0.2,0.2,2.4,1.3,1.1,2.0,0.5,0.9,2.0,0.5,0.0,0.5,4.5,1.0,1,0,0,0,0
1966-07-16,Argentina,Germany,FIFA World Cup,Birmingham,England,1,1756.684074,1723.209713,33.474361,3,4,-1,0,0,1,DRAW,5.0,0.4,0.4,0.2,1.2,1.4,-0.2,1.6,0.0,0.8,10.0,0.5,0.4,0.1,1.5,0.9,0.6,1.9,0.3,0.8,5.0,1.0,0.0,0.0,2.8,0.0,2.8,3.0,1.0,1.0,10.0,0.9,0.0,0.1,3.0,0.5,2.5,2.7,0.6,0.9,1.0,0.0,0.0,1.0,1.0,3.0,1,0,0,0,0
1966-07-19,Mexico,Uruguay,FIFA World Cup,London,England,1,1685.526149,1671.925751,13.600398,3,4,-1,0,0,1,DRAW,5.0,0.0,0.4,0.6,0.6,2.6,-2.0,0.4,0.0,0.6,10.0,0.5,0.2,0.3,2.1,1.3,0.8,1.7,0.5,0.8,5.0,0.2,0.4,0.4,0.6,1.2,-0.6,1.0,0.2,0.4,10.0,0.3,0.3,0.4,1.1,1.6,-0.5,1.2,0.1,0.6,1.0,0.0,0.0,1.0,1.0,3.0,1,0,0,0,0
1966-07-19,Argentina,Switzerland,FIFA World Cup,Sheffield,England,1,1754.763075,1485.701319,269.061756,3,4,-1,2,0,2,HOME_WIN,5.0,0.2,0.6,0.2,0.8,1.2,-0.4,1.2,0.2,0.6,10.0,0.4,0.5,0.1,1.4,0.9,0.5,1.7,0.3,0.7,5.0,0.0,0.4,0.6,1.0,2.6,-1.6,0.4,0.0,0.8,10.0,0.3,0.3,0.4,1.0,1.5,-0.5,1.2,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
1966-07-19,Brazil,Portugal,FIFA World Cup,Liverpool,England,1,1786.335798,1636.868914,149.466884,4,3,1,1,3,0,AWAY_WIN,5.0,0.4,0.4,0.2,1.8,1.6,0.2,1.6,0.2,1.0,10.0,0.7,0.2,0.1,2.4,1.2,1.2,2.3,0.2,1.0,5.0,1.0,0.0,0.0,2.6,0.4,2.2,3.0,0.6,1.0,10.0,0.7,0.2,0.1,1.8,0.4,1.4,2.3,0.7,0.7,5.0,0.6,0.2,0.2,1.4,0.6,1,0,0,0,0
1966-07-20,England,France,FIFA World Cup,London,England,0,1731.976492,1582.669261,149.307231,4,5,-1,2,0,2,HOME_WIN,5.0,0.8,0.2,0.0,2.2,0.2,2.0,2.6,0.8,0.8,10.0,0.8,0.2,0.0,2.2,0.5,1.7,2.6,0.7,0.9,5.0,0.0,0.6,0.4,1.0,1.8,-0.8,0.6,0.2,0.6,10.0,0.3,0.4,0.3,1.1,1.1,0.0,1.3,0.4,0.6,5.0,0.2,0.4,0.4,1.8,1.8,1,0,0,0,0
1966-07-20,Germany,Spain,FIFA World Cup,Birmingham,England,1,1725.130712,1652.467543,72.663169,4,5,-1,2,1,2,HOME_WIN,5.0,0.8,0.2,0.0,2.0,0.0,2.0,2.6,1.0,0.8,10.0,0.8,0.1,0.1,2.8,0.4,2.4,2.5,0.7,0.8,5.0,0.4,0.2,0.4,1.0,1.2,-0.2,1.4,0.2,0.8,10.0,0.4,0.2,0.4,1.2,1.1,0.1,1.4,0.2,0.7,5.0,0.4,0.4,0.2,1.6,1.2,1,0,0,0,0
1966-07-23,England,Argentina,FIFA World Cup,London,England,0,1740.409234,1761.773207,-21.363973,3,4,-1,1,0,2,HOME_WIN,5.0,0.8,0.2,0.0,1.4,0.0,1.4,2.6,1.0,0.8,10.0,0.9,0.1,0.0,2.3,0.4,1.9,2.8,0.8,0.9,5.0,0.4,0.4,0.2,1.0,1.0,0.0,1.6,0.4,0.6,10.0,0.5,0.4,0.1,1.5,0.8,0.7,1.9,0.4,0.7,5.0,0.4,0.2,0.4,1.2,1.2,1,0,0,0,0
1966-07-23,Germany,Uruguay,FIFA World Cup,Sheffield,England,1,1741.007821,1672.708253,68.299568,3,4,-1,4,0,2,HOME_WIN,5.0,0.8,0.2,0.0,2.0,0.2,1.8,2.6,0.8,0.8,10.0,0.8,0.1,0.1,2.6,0.4,2.2,2.5,0.7,0.8,5.0,0.2,0.6,0.2,0.6,1.0,-0.4,1.2,0.4,0.4,10.0,0.3,0.4,0.3,1.1,1.3,-0.2,1.3,0.2,0.6,2.0,0.5,0.0,0.5,2.0,2.0,1,0,0,0,0
1966-07-26,England,Portugal,FIFA World Cup,London,England,0,1757.065558,1682.669507,74.396051,3,3,0,2,1,2,HOME_WIN,5.0,0.8,0.2,0.0,1.2,0.0,1.2,2.6,1.0,0.8,10.0,0.9,0.1,0.0,2.3,0.4,1.9,2.8,0.8,0.9,5.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,0.4,1.0,10.0,0.9,0.0,0.1,2.6,0.8,1.8,2.7,0.5,0.9,5.0,0.6,0.4,0.0,2.0,1.2,1,0,0,0,0
1966-07-30,England,Germany,FIFA World Cup,London,England,0,1768.720065,1780.281409,-11.561344,4,5,-1,4,2,2,HOME_WIN,5.0,0.8,0.2,0.0,1.4,0.2,1.2,2.6,0.8,0.8,10.0,0.9,0.1,0.0,2.1,0.2,1.9,2.8,0.8,0.9,5.0,0.8,0.2,0.0,2.6,0.4,2.2,2.6,0.6,0.8,10.0,0.9,0.1,0.0,2.6,0.4,2.2,2.8,0.7,0.9,5.0,1.0,0.0,0.0,2.8,1.0,1,0,0,0,0
1966-08-14,South Korea,Japan,Merdeka Tournament,Kuala Lumpur,Malaysia,1,1600.493405,1506.792694,93.700711,60,60,0,2,0,2,HOME_WIN,5.0,0.6,0.4,0.0,1.0,0.2,0.8,2.2,0.8,0.8,10.0,0.5,0.2,0.3,1.1,0.9,0.2,1.7,0.5,0.8,5.0,0.4,0.4,0.2,1.2,1.4,-0.2,1.6,0.2,0.6,10.0,0.4,0.5,0.1,1.6,1.3,0.3,1.7,0.1,0.8,5.0,0.8,0.2,0.0,1.8,0.6,0,0,0,0,0
1966-09-18,Norway,Sweden,Nordic Championship,Oslo,Norway,0,1450.579933,1577.848152,-127.268219,35,60,-25,2,4,0,AWAY_WIN,5.0,0.2,0.4,0.4,0.8,2.4,-1.6,1.0,0.2,0.8,10.0,0.2,0.4,0.4,0.9,1.9,-1.0,1.0,0.3,0.6,5.0,0.0,0.4,0.6,1.0,2.0,-1.0,0.4,0.0,0.8,10.0,0.1,0.4,0.5,1.4,1.6,-0.2,0.7,0.2,0.8,5.0,0.2,0.8,0.0,0.8,0.6,0,0,0,0,0
1966-11-11,Belgium,France,UEFA Euro qualification,Brussels,Belgium,0,1532.411298,1580.226818,-47.81552,20,20,0,2,1,2,HOME_WIN,5.0,0.4,0.0,0.6,1.4,1.4,0.0,1.2,0.4,0.8,10.0,0.4,0.0,0.6,1.8,1.7,0.1,1.2,0.4,0.7,5.0,0.2,0.2,0.6,1.2,2.0,-0.8,0.8,0.0,0.8,10.0,0.3,0.3,0.4,1.4,1.7,-0.3,1.2,0.2,0.7,5.0,0.8,0.2,0.0,2.4,0.4,0,0,0,0,1
1966-11-13,Portugal,Sweden,UEFA Euro qualification,Oeiras,Portugal,0,1697.569861,1595.707674,101.862187,60,7,53,1,2,0,AWAY_WIN,5.0,0.8,0.0,0.2,2.8,1.4,1.4,2.4,0.2,1.0,10.0,0.9,0.0,0.1,2.5,0.9,1.6,2.7,0.4,1.0,5.0,0.6,0.2,0.2,2.6,1.6,1.0,2.0,0.0,1.0,10.0,0.4,0.3,0.3,2.0,1.4,0.6,1.5,0.2,0.8,2.0,0.0,0.0,1.0,1.0,4.0,0,0,0,0,1
1966-12-11,Iran,Japan,Asian Games,Bangkok,Thailand,1,1496.72934,1513.881509,-17.152169,1,1,0,1,3,0,AWAY_WIN,5.0,0.6,0.4,0.0,1.6,0.4,1.2,2.2,0.6,0.6,10.0,0.4,0.3,0.3,1.3,1.4,-0.1,1.5,0.4,0.6,5.0,0.6,0.0,0.4,1.6,1.6,0.0,1.8,0.2,0.6,10.0,0.5,0.1,0.4,1.3,1.6,-0.3,1.6,0.2,0.5,2.0,0.5,0.5,0.0,1.5,1.0,0,0,0,0,0
1966-12-18,Japan,Iran,Asian Games,Bangkok,Thailand,1,1545.547049,1502.013965,43.533084,1,1,0,0,1,0,AWAY_WIN,5.0,1.0,0.0,0.0,3.2,0.8,2.4,3.0,0.2,1.0,10.0,0.7,0.0,0.3,2.2,1.3,0.9,2.1,0.2,0.7,5.0,0.6,0.0,0.4,1.6,1.0,0.6,1.8,0.4,0.8,10.0,0.5,0.2,0.3,1.5,0.9,0.6,1.7,0.4,0.7,3.0,0.333333,0.333333,0.333333,1.666667,1.333333,0,0,0,0,0
1966-12-21,Ecuador,Paraguay,Copa América qualification,Guayaquil,Ecuador,0,1357.892426,1566.927159,-209.034733,60,60,0,2,2,1,DRAW,5.0,0.4,0.2,0.4,1.4,1.4,0.0,1.4,0.4,1.0,10.0,0.3,0.2,0.5,1.7,2.1,-0.4,1.1,0.2,1.0,5.0,0.0,0.4,0.6,0.8,2.8,-2.0,0.4,0.2,0.6,10.0,0.3,0.2,0.5,0.9,2.2,-1.3,1.1,0.3,0.6,5.0,0.2,0.2,0.6,0.8,1.4,0,0,0,0,1
1966-12-28,Paraguay,Ecuador,Copa América qualification,Asunción,Paraguay,0,1561.599031,1363.220554,198.378477,7,7,0,3,1,2,HOME_WIN,5.0,0.0,0.4,0.6,1.2,3.2,-2.0,0.4,0.0,0.8,10.0,0.2,0.3,0.5,1.0,2.4,-1.4,0.9,0.2,0.6,5.0,0.2,0.4,0.4,1.6,1.8,-0.2,1.0,0.2,1.0,10.0,0.3,0.3,0.4,1.8,2.0,-0.2,1.2,0.2,1.0,5.0,0.4,0.4,0.2,1.6,1.2,0,0,0,0,1
1967-01-18,Argentina,Paraguay,Copa América,Montevideo,Uruguay,1,1745.116883,1566.628109,178.488774,60,21,39,4,1,2,HOME_WIN,5.0,0.4,0.2,0.4,0.8,1.0,-0.2,1.4,0.4,0.4,10.0,0.4,0.4,0.2,1.2,0.9,0.3,1.6,0.3,0.6,5.0,0.2,0.4,0.4,1.6,3.0,-1.4,1.0,0.0,0.8,10.0,0.2,0.3,0.5,1.1,2.4,-1.3,0.9,0.2,0.6,5.0,0.4,0.2,0.4,2.6,1.4,0,0,0,0,1
